Facility Name,Full Address,Parish,Subprogram Code
The Center of Attention,"1279 Del Este Avenue 
Denham Springs, LA 70726",Livingston,Early Learning Center I
The Child Development Cooperative,"3954 Florida Blvd. 
Baton Rouge, LA 70806",East Baton Rouge,Early Learning Center II
The Child Development Program Infant Nursery,"4505 S Claiborne Ave 
New Orleans, LA 70125",Orleans,Early Learning Center I
The Children Learning Palace,"1304 Beech Street 
Alexandria, LA 71301",Rapides,Early Learning Center III
The Children's Center,"806 Broadway Street 
Minden, LA 71055",Webster,Early Learning Center III
"The Children's Chalet, Inc.","1991 N. Causeway Boulevard 
Mandeville, LA 70471",St. Tammany,Early Learning Center II
The Children's Preschool,"3915 Perrier St. 
New Orleans, LA 70115",Orleans,Early Learning Center I
The Cubhouse Early Learning Center,"201 Beasley Street 
Monroe, LA 71203",Ouachita,Early Learning Center III
The Dufrocq School,"330 South 19th Street 
Baton Rouge, LA 70806",East Baton Rouge,Early Learning Center III
The Eagles Nest Development Center LLC,"9409 Ferrara Drive 
Shreveport, LA 71118",Caddo,Early Learning Center III
The Early Childhood Development and Family Center of Avoyelles,"334 Longfellow Road 
Mansura, LA 71350",Avoyelles,Early Learning Center III
The Early Learning Center,"930 North Blvd. 
Baton Rouge, LA 70802",East Baton Rouge,Early Learning Center III
The Early Learning Center of Ponchatoula,"1698 St. Patricks Blvd. 
Ponchatoula, LA 70454",Tangipahoa,Early Learning Center III
The Gathering's Early Childhood Prep School,"7265 St. Claude Ave. 
Arabi, LA 70032",St. Bernard,Early Learning Center I
The Gingerbread House,"1011 MLK Jr Drive 
Farmerville, LA 71241",Union,Early Learning Center III
The Gingerbread House Childhood Learning Center,"517 Vicnaire Street 
New Iberia, LA 70563",Iberia,Early Learning Center I
The Gingerbread House Learning Center,"519 Magazine Street 
Hammond , LA 70401",Tangipahoa,Early Learning Center III
"The Golden Rule Daycare, Camp, and Learning Center, LLC","44048 Highway 429 
Saint Amant, LA 70774",Ascension,Early Learning Center I
"The Growing Patch, LLC","613 1/2 N Theater Street 
Saint Martinville, LA 70582",St. Martin,Early Learning Center II
The Honor Roll Preschool Inc,"1280 S Bernard Rd 
Broussard, LA 70518",Lafayette,Early Learning Center II
"The King's Kids, LLC","470 Brownswitch Road 
Slidell, LA 70458",St. Tammany,Early Learning Center III
The Kings Kids Academy,"340 Gateway Drive 
Slidell, LA 70461",St. Tammany,Early Learning Center III
The Learning Castle,"3642 Florida Avenue 
Kenner, LA 70065",Jefferson,Early Learning Center III
The Learning Center,"10689 Perkins Road, Ste A 
Baton Rouge, LA 70810",East Baton Rouge,Early Learning Center II
The Learning Center at Peaceful Rest,"8200 Saint Vincent Avenue 
Shreveport, LA 71106",Caddo,Early Learning Center III
The Learning Curve Daycare,"28635 James Chapel Road North 
Holden, LA 70744",Livingston,Early Learning Center I
"The Learning Ladder Child Care Center, LLC","4443 West Main Street 
Gray, LA 70359",Terrebonne,Early Learning Center III
"The Learning Tree Academy, LLC","2710 North Foster Drive 
Baton Rouge, LA 70805",East Baton Rouge,Early Learning Center III
The Learning Tree Preschool,"215 West Brentwood Boulevard 
Lafayette, LA 70506",Lafayette,Early Learning Center III
The LeBlanc Center for Learning,"899 W Port St 
Abbeville, LA 70510",Vermilion,Early Learning Center II
The Little Academy,"59424 North Pearl Drive 
Slidell, LA 70461",St. Tammany,Early Learning Center III
The Little ARC Academy,"2419 Jonesboro Road 
West Monroe, LA 71292",Ouachita,Early Learning Center III
The Little Camellia Schoolhouse LLC,"108 Rue Esplanade 
Slidell, LA 70461",St. Tammany,Early Learning Center I
The Little School- St Martin Episcopal,"2216 Metairie Road 
Metairie, LA 70001",Jefferson,Early Learning Center I
The Little Schoolhouse Child Development Center,"3843 General Meyer Avenue 
New Orleans, LA 70114",Orleans,Early Learning Center II
The Littleschool House Preschool Learning Center,"3950 North Boulevard 
Baton Rouge, LA 70806",East Baton Rouge,Early Learning Center III
The Montessori School for Shreveport,"2131 Woodberry Ave. 
Shreveport, LA 71106",Caddo,Early Learning Center II
The Montessori School for Shreveport,"2605 C.E. Galloway Blvd. 
Shreveport, LA 71104",Caddo,Early Learning Center I
The Montessori School of West Monroe,"206 Stella Street 
West Monroe, LA 71291",Ouachita,Early Learning Center I
The Playhowse Learning Center,"9727 Highway 165 North 
Sterlington, LA 71280",Ouachita,Early Learning Center III
The Playhowse Too,"1107 Highway 2 
Farmerville, LA 71241",Union,Early Learning Center II
"The Prep Center, Inc.","1906 Cooper Lake Rd 
Bastrop, LA 71220",Morehouse,Early Learning Center III
The Preschool Learning Center Inc.,"6054 Hayne Boulevard 
New Orleans, LA 70126",Orleans,Early Learning Center III
The Rocking Chair Daycare,"821 Haring Road 
Metairie, LA 70001",Jefferson,Early Learning Center I
The Tot Spot Early Learning Center,"5057 West Park Avenue 
Houma, LA 70364",Terrebonne,Early Learning Center II
The Upperroom Bible Church Preschool,"8600 Lake Forest Boulevard 
New Orleans , LA 70127",Orleans,Early Learning Center II
The Village Children's Center,"204 Albertson Parkway 
Broussard, LA 70518",Lafayette,Early Learning Center II
The Woodlands Learning Barn LLC,"6830 Ambassador Caffery 
Broussard, LA 75018",Lafayette,Early Learning Center I
Thibodaux Head Start,"2555 Veterans Boulevard 
Thibodaux, LA 70301",Lafourche,Early Learning Center III
"Thumbs Up Learning Center, LLC","2685 6th Street 
Arcadia, LA 71001",Bienville,Early Learning Center III
Thunder Mountain Child Development Center,"8804 Birch Street 
New Orleans, LA 70118",Orleans,Early Learning Center III
Tic Tot Nursery School,"425 Amelia Street 
Gretna, LA 70053",Jefferson,Early Learning Center III
Tigerland Daycare and Preschool Academy,"2123 General Meyer Avenue 
New Orleans, LA 70114",Orleans,Early Learning Center III
"Timeless Tots Daycare,  LLC","635 Bert Kouns, Suite 100 
Shreveport, LA 71118",Caddo,Early Learning Center III
Tiny Blessings Daycare and Learning Center,"426 East Refinery Street 
Breaux Bridge, LA 70517",St. Martin,Early Learning Center II
Tiny Steps Daycare,"2605 Enterprise Boulevard 
Lake Charles, LA 70601",Calcasieu,Early Learning Center I
Tiny Tot Day Care,"609 Transcontinental Drive 
Metairie, LA 70001",Jefferson,Early Learning Center II
Tiny Tots Daycare and Learning Center,"18886 Highway 22 
Maurepas, LA 70449",Livingston,Early Learning Center II
Tiny Tots Daycare and Preschool,"1212 Keyser Avenue 
Natchitoches, LA 71457",Natchitoches,Early Learning Center III
"TLC CREATIVE BLESSINGS, LLC","310 RICE LANE 
OPELOUSAS, LA 70570",St. Landry,Early Learning Center III
"Toddle Town Child Day Care Center, Inc.","2989 Main Street 
Hessmer, LA 71341",Avoyelles,Early Learning Center III
Toddler College Daycare and Preschool,"4760 Westbank Expressway 
Marrero, LA 70072",Jefferson,Early Learning Center III
Toddler Junction,"810 Page Street 
DeQuincy, LA 70633",Calcasieu,Early Learning Center I
"Toddler's University, Inc.","4121 St. Claude Avenue 
New Orleans, LA 70117",Orleans,Early Learning Center III
Toddlers College Learning Center,"23725 Ephriam Street 
Plaquemine, LA 70764",Iberville,Early Learning Center III
Toni's Tots and Toddlers,"5265 Douglas Ave 
Baton Rouge, LA 70805",East Baton Rouge,Early Learning Center III
"Tons of Fun Daycare and Preschool, LLC","1772 Highway 749 
Opelousas, LA 70570",St. Landry,Early Learning Center III
Tonya's Kids and Company Daycare,"39118 Highway 74 
Gonzales, LA 70737",Ascension,Early Learning Center II
Torah Academy,"5210 West Esplanade Avenue 
Metairie, LA 70006",Jefferson,Early Learning Center III
Total Community Action at VIET,"13435 Granville Street 
New Orleans, LA 70129",Orleans,Early Learning Center III
"Totally Kidz Daycare, LLC","714 West Worthey Road 
Gonzales, LA 70737",Ascension,Early Learning Center III
Townhouse Country Place Preschool,"200 Chestnut Street 
Mandeville, LA 70471",St. Tammany,Early Learning Center II
Tracy's Tiny Treasures,"1023 Sumner Street 
New Orleans, LA 70114",Orleans,Early Learning Center III
Treasure The Moment Learning Academy,"6729 Alma Street 
Houma, LA 70364",Terrebonne,Early Learning Center III
Treasured Moments Child Development Center,"407 Edgar Street 
Coushatta, LA 71019",Red River,Early Learning Center III
Treasures from Heaven Childcare and Learning Center,"7760 Mickens Road 
Baton Rouge, LA 70811",East Baton Rouge,Early Learning Center III
TreeTop Child Care,"904 West Worthey Street 
Gonzales, LA 70737",Ascension,Early Learning Center III
Trinity Episcopal Preschool,"533 Second Street 
Natchtioches, LA 71457",Natchitoches,Early Learning Center I
Trinity Heights Baptist Church Daycare,"3820 Old Mooringsport Road 
Shreveport, La 71107",Caddo,Early Learning Center I
Trinity Learning Academy,"5524 East Judge Perez Drive 
Violet, LA 70092",St. Bernard,Early Learning Center III
Trinity Learning Academy,"1122 Teche Street 
New Orleans, LA 70114",Orleans,Early Learning Center III
Trinity Lutheran Church and School DBA Trinity Lutheran Preschool,"15160 South Harrells Ferry Road 
Baton Rouge, LA 70816",East Baton Rouge,Early Learning Center I
Trinity's Children Academy,"7136 Hooper Road 
Baton Rouge, LA 70811",East Baton Rouge,Early Learning Center III
"Troylynn's Tiny Treasures Daycare and Preschool, LLC","1552 Avenue A 
Marrero, LA 70072",Jefferson,Early Learning Center II
True Care Learning Center,"57910 Broadway Street 
Plaquemine, LA 70764",Iberville,Early Learning Center III
Truman Day Care and Learning Center,"280 Paul Breaux Avenue 
Lafayette, LA 70501",Lafayette,Early Learning Center III
Tweety Bird Head Start,"300 Patti Drive 
Berwick, LA 70342",St. Mary,Early Learning Center III
Union Head Start Center,"211 Willow Street 
Bernice, LA 71222",Union,Early Learning Center III
Unique Care Learning Center LLC,"420 North Acadian Thruway 
Baton Rouge, LA 70806",East Baton Rouge,Early Learning Center III
"United Christian Fellowship Child Development Center ""The Little Kingdom""","2900 East Opelousas Street 
Lake Charles, LA 70615",Calcasieu,Early Learning Center III
United Methodist Children's Learning Center,"6109 Highway 311 
Houma, LA 70360",Terrebonne,Early Learning Center I
United Way of Acadiana Abbeville Early Learning Center,"802 South St. Valerie Street 
Abbeville, LA 70510",Vermilion,Early Learning Center III
Universal Children's Learning Academy LLC,"5052 Highway 19 
Zachary, LA 70791",East Baton Rouge,Early Learning Center III
University Baptist Early Learning Center,"904 Menard Street 
Thibodaux, LA 70301",Lafourche,Early Learning Center I
University Methodist Preschool,"3350 Dalrymple Dr 
Baton Rouge , LA 70802",East Baton Rouge,Early Learning Center III
University Montessori School,"700 North Magnolia Street 
Hammond, LA 70401",Tangipahoa,Early Learning Center I
University Montessori School of Carrollton,"7508 Burthe Street 
New Orleans, LA 70118",Orleans,Early Learning Center II
University of Louisiana at Monroe Child Development Center,"702 Cole Avenue 
Monroe, LA 71203",Ouachita,Early Learning Center III
University of Louisiana Lafayette Child Development Center,"160 East Lewis Streeet 
Lafayette, LA 70504",Lafayette,Early Learning Center III
University Presbyterian Church Day School,"3240 Dalrymple Drive 
Baton Rouge, LA 70802",East Baton Rouge,Early Learning Center III
University United Methodist Day School,"3501 Patrick Street 
Lake Charles, LA 70605",Calcasieu,Early Learning Center III
Unlimited Anointing,"1903 Military Highway 
Pineville, LA 71360",Rapides,Early Learning Center III
Upper Pointe Coupee Head Start Center,"4739 LA Hwy 419 West 
Batchelor, LA 70715",Pointe Coupee,Early Learning Center III
Urban League Clarence L Barney Head Start,"2800 Desire Parkway 
New Orleans, LA 70126",Orleans,Early Learning Center III
Ursuline Academy,"2635 State Street 
New Orleans, LA 70118",Orleans,Early Learning Center I
UWA Lafayette Early Learning Center,"1515 Jefferson Street 
Lafayette, LA 70501",Lafayette,Early Learning Center III
Valley of Hope Center for Kidz,"2936 Greenwood Road 
Shreveport, LA 71109",Caddo,Early Learning Center III
Valverda Elementary Head Start Center,"1653 Valverda Road Hwy 97 
Maringouin, LA 70757",Pointe Coupee,Early Learning Center III
Verdunville Community Outreach Day Center,"256 Prairie Road 
Franklin, LA 70538",St. Mary,Early Learning Center III
Vernon Parish Head Start - Anacoco Head Start,"4726 Port Arthur Avenue 
Anacoco, LA 71403",Vernon,Early Learning Center III
Vernon Parish Head Start - East Leesville,"203 Belview Road 
Leesville, LA 71446",Vernon,Early Learning Center III
Vernon Parish Head Start - Hicks,"1296 Hicks High School Rd 
Leesville, LA 71446",Vernon,Early Learning Center III
Vernon Parish Head Start - Hornbeck,"2363 Stillwell Avenue 
Hornbeck, LA 71439",Vernon,Early Learning Center III
Vernon Parish Head Start - North Polk,"4978 University Parkway 
Fort Polk , LA 71459",Vernon,Early Learning Center III
Vernon Parish Head Start - Pickering Head Start,"116 LeBleu Road 
Leesville, LA 71446",Vernon,Early Learning Center III
Vernon Parish Head Start - Rosepine,"1208 Texas Street 
Rosepine, LA 70659",Vernon,Early Learning Center III
Vernon Parish Head Start- Pitkin Head Start,"7239 Highway 463 
Pitkin, LA 70656",Vernon,Early Learning Center III
Village Child Care,"9416 Village Green 
Shreveport, LA 71115",Caddo,Early Learning Center I
Viney Reynolds Child Development Center,"3501 Erato Street 
New Orleans, LA 70125",Orleans,Early Learning Center III
Visitation of Our Lady Church and School,"3520 Ames Blvd 
Marrero, LA 70072",Jefferson,Early Learning Center I
Waldorf School of New Orleans,"2539 Columbus St. 
New Orleans, LA 70119",Orleans,Early Learning Center II
Waldorf School of New Orleans,"2010 Peniston Street 
New Orleans, LA 70115",Orleans,Early Learning Center II
Watson Memorial Child Development Center,"4422 Saint Charles Avenue 
New Orleans, LA 70115",Orleans,Early Learning Center III
WBR Head Start: Brusly Elementary,"400 South LaBauve Avenue 
Brusly, LA 70719",West Baton Rouge,Early Learning Center III
WBR Head Start: Caneview,"6024 Section Road 
Port Allen, LA 70767",West Baton Rouge,Early Learning Center III
WBR Head Start: Port Allen Elementary,"609 Rosedale Road 
Port Allen, LA 70767",West Baton Rouge,Early Learning Center III
"We Care of Mansfield, LLC","970 Louise Street 
Mansfield, LA 71052",DeSoto,Early Learning Center III
We're All-En Learning Center LLC.,"1227 Paul Maillard Road, Suite A 
Luling, LA 70070",St. Charles,Early Learning Center III
Weatherford Academy Early Learning Center,"613 Fourth Street 
Westwego, LA 70094",Jefferson,Early Learning Center III
Webb's Guardian Angel Child Care Center,"2424 South Rocheblave Street 
New Orleans, LA 70125",Orleans,Early Learning Center III
Wee Care Preschool,"121 West 54th Street 
Cut Off, LA 70345",Lafourche,Early Learning Center II
Wee Friends Pre-Kinder,"864 Martin Behrman Ave 
Metairie, LA 70005",Jefferson,Early Learning Center I
Wee Learners' Childcare Center,"1437 1/2 Griffin Ave 
Lake Providence , LA 71254",East Carroll,Early Learning Center III
Wee Wisdom Preschool 2,"701 East Cypress Street 
Sulphur, LA 70663",Calcasieu,Early Learning Center III
"Wells Wallace Learning Academy, LLC","217 West 5th Street 
LaPlace, LA 70068",St. John,Early Learning Center III
Wesley Chapel Head Start Center,"6020 Hwy 80 E 
Princeton, LA 71067",Bossier,Early Learning Center III
Wesley Ray Elementary School,"30523 Wesley Ray Rd 
Angie, LA 70426",Washington,Early Learning Center III
West Feliciana Parish Head Start,"9794 Bains Road 
St Francisville, LA 70775",West Feliciana,Early Learning Center III
West St. John Head Start,"2555 Highway 18 
Edgard, LA 70049",St. John,Early Learning Center III
Westbank Cathedral Preschool,"7301 Lapalco Blvd 
Marrero, LA 70072",Jefferson,Early Learning Center I
Westminster Academy #1,"3393 Victoria Drive 
Baton Rouge, LA 70805",East Baton Rouge,Early Learning Center III
Westminster Academy #3,"10079 Burbank 
Baton Rouge, LA 70810",East Baton Rouge,Early Learning Center III
"Westwego Angels Academy, Inc.","570 Avenue A 
Westwego, LA 70094",Jefferson,Early Learning Center III
Wiggles and Giggles Learning Center LLC,"1085 West Mississippi Avenue 
Many, LA 71449",Sabine,Early Learning Center III
Wilcox Academy of Early Learning Too,"2500 South Broad Street 
New Orleans, LA 70125",Orleans,Early Learning Center III
Wilcox Academy- Central City,"2019 Simon Bolivar Ave 
New Orleans, LA 70113",Orleans,Early Learning Center III
Wilcox's Academy of Early Learning,"1678 N. Broad St 
New Orleans , LA 70119",Orleans,Early Learning Center III
Windsor Christian Childcare and Development Center,"2610 Wooddale Boulevard, Suite A 
Baton Rouge, LA 70805",East Baton Rouge,Early Learning Center III
Winn's Discovery Center,"2367 Prentiss Avenue 
New Orleans, LA 70122",Orleans,Early Learning Center III
Winnie the Pooh,"120 Francis Street 
Amelia, LA 70340",St. Mary,Early Learning Center III
Womans Hospital Child Development Center,"8304 O'Hara Court 
Baton Rouge, LA 70806",East Baton Rouge,Early Learning Center III
Wonder Kids Academy,"38050 Post Office Road 
Prairieville, LA 70769",Ascension,Early Learning Center III
Wonder Years Child Development Center,"31276 N. Corbin Road 
Walker, LA 70785",Livingston,Early Learning Center II
Wonder Years Child Development Center,"34058 Dorothy Lane 
Denham Springs, LA 70706",Livingston,Early Learning Center II
"Wonderland Child Care and Development Center, Inc.","1705 Hickory Street 
Monroe, LA 71202",Ouachita,Early Learning Center III
Wonderland Early Learning Academy,"46608 Morris Road 
Hammond, LA 70401",Tangipahoa,Early Learning Center III
Woodlawn Leadership Academy Child Development Center,"7340 Wyngate Drive 
Shreveport, LA 71106",Caddo,Early Learning Center III
Woodmere Learning Center,"2066 Paxton Street 
Harvey, LA 70058",Jefferson,Early Learning Center III
Woods Learning Academy,"1571 East Second Street 
Gramercy, LA 70052",St. James,Early Learning Center III
Yaamahana/Chitimacha Child Development Center,"410 Seminole Drive 
Charenton, LA 70523",St. Mary,Early Learning Center III
"Years to Grow Daycare & Youth Camp, Inc","1206 Fortune Road 
Youngsville, LA 70592",Lafayette,Early Learning Center I
Yma Little Mother Daycare,"111A Juniper Circle 
Iowa, LA 70647",Calcasieu,Early Learning Center II
Yogi Bear Head Start Center,"318 Wren Street 
Morgan City, LA 70380",St. Mary,Early Learning Center III
Yolanda's World of Learning Center,"5270 Winbourne Avenue 
Baton Rouge, LA 70805",East Baton Rouge,Early Learning Center III
Young and Beautifull Preschool Learning,"4715 Dodt Ave 
New Orleans, LA 70126",Orleans,Early Learning Center III
Young Learning Academy,"907 Gilman Street 
Ruston, LA 71270",Lincoln,Early Learning Center III
Young Scholars Academy,"16013 Firewood Drive 
Baton Rouge, LA 70816",East Baton Rouge,Early Learning Center III
Young Years,"5349 Flanders Drive 
Baton Rouge, LA 70808",East Baton Rouge,Early Learning Center II
Young Years Prep,"216 Sand Beach Blvd 
Shreveport, LA 71105",Caddo,Early Learning Center III
YWCA Prescott Early Head Start,"5262 Prescott Rd 
Baton Rouge, LA 70805",East Baton Rouge,Early Learning Center III
YWCA Wyandotte Early Head Start Center,"2525 Wyandotte Street 
Baton Rouge , LA 70805",East Baton Rouge,Early Learning Center III
Zachary United Methodist Church The Little School,"4205 Church Street 
Zachary, LA 70791",East Baton Rouge,Early Learning Center I
Zion Childcare Learning Center,"5801 Canal Street 
Shreveport, LA 71108",Caddo,Early Learning Center III
Zion Hill Learning Center,"312 Hunter Street 
Pineville, LA 71360",Rapides,Early Learning Center III
